"TIME","GEO","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2004","Malta","Total","Percentage of active population","Total","7.2",""
"2004","Netherlands","Total","Thousand persons","Total","466",""
"2004","Netherlands","Total","Percentage of total population","Total","3.2",""
"2004","Netherlands","Total","Percentage of active population","Total","5.7",""
"2004","Austria","Total","Thousand persons","Total","213",""
"2004","Austria","Total","Percentage of total population","Total","3.5",""
"2004","Austria","Total","Percentage of active population","Total","5.5",""
"2004","Poland","Total","Thousand persons","Total","3,209",""
"2004","Poland","Total","Percentage of total population","Total","11.1",""
"2004","Poland","Total","Percentage of active population","Total","19.1",""
"2004","Portugal","Total","Thousand persons","Total","413",""
"2004","Portugal","Total","Percentage of total population","Total","5.0",""
"2004","Portugal","Total","Percentage of active population","Total","7.8",""
"2004","Romania","Total","Thousand persons","Total","793",""
"2004","Romania","Total","Percentage of total population","Total","4.7",""
"2004","Romania","Total","Percentage of active population","Total","8.0",""
"2004","Slovenia","Total","Thousand persons","Total","63",""
"2004","Slovenia","Total","Percentage of total population","Total","4.0",""
"2004","Slovenia","Total","Percentage of active population","Total","6.3",""
"2004","Slovakia","Total","Thousand persons","Total","480",""
"2004","Slovakia","Total","Percentage of total population","Total","11.6",""
"2004","Slovakia","Total","Percentage of active population","Total","18.4",""
"2004","Finland","Total","Thousand persons","Total","229",""
"2004","Finland","Total","Percentage of total population","Total","5.8",""
"2004","Finland","Total","Percentage of active population","Total","8.8",""
"2004","Sweden","Total","Thousand persons","Total","346",""
"2004","Sweden","Total","Percentage of total population","Total","5.4",""
"2004","Sweden","Total","Percentage of active population","Total","7.4",""
"2004","United Kingdom","Total","Thousand persons","Total","1,397",""
"2004","United Kingdom","Total","Percentage of total population","Total","3.2",""
"2004","United Kingdom","Total","Percentage of active population","Total","4.7",""
"2004","Iceland","Total","Thousand persons","Total","5",""
"2004","Iceland","Total","Percentage of total population","Total","2.4",""
"2004","Iceland","Total","Percentage of active population","Total","3.1",""
"2004","Norway","Total","Thousand persons","Total","102",""
"2004","Norway","Total","Percentage of total population","Total","3.0",""
"2004","Norway","Total","Percentage of active population","Total","4.3",""
"2004","Turkey","Total","Thousand persons","Total",":",""
"2004","Turkey","Total","Percentage of total population","Total",":",""
"2004","Turkey","Total","Percentage of active population","Total",":",""
"2004","United States","Total","Thousand persons","Total","8,149",""
"2004","United States","Total","Percentage of total population","Total",":",""
"2004","United States","Total","Percentage of active population","Total","5.5",""
"2004","Japan","Total","Thousand persons","Total","3,136",""
"2004","Japan","Total","Percentage of total population","Total",":",""
"2004","Japan","Total","Percentage of active population","Total","4.7",""
"2005","European Union (28 countries)","Total","Thousand persons","Total","20,943",""
"2005","European Union (28 countries)","Total","Percentage of total population","Total","5.5",""
"2005","European Union (28 countries)","Total","Percentage of active population","Total","9.0",""
"2005","European Union (27 countries)","Total","Thousand persons","Total","20,702",""
"2005","European Union (27 countries)","Total","Percentage of total population","Total","5.5",""
"2005","European Union (27 countries)","Total","Percentage of active population","Total","9.0",""
"2005","European Union (25 countries)","Total","Thousand persons","Total","19,664",""
"2005","European Union (25 countries)","Total","Percentage of total population","Total","5.6",""
"2005","European Union (25 countries)","Total","Percentage of active population","Total","9.1",""
"2005","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Thousand persons","Total","13,177",""
"2005","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of total population","Total","5.5",""
"2005","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of active population","Total","9.0",""
"2005","Euro area (19 countries)","Total","Thousand persons","Total","13,993",""
"2005","Euro area (19 countries)","Total","Percentage of total population","Total","5.6",""
"2005","Euro area (19 countries)","Total","Percentage of active population","Total","9.1",""
"2005","Euro area (18 countries)","Total","Thousand persons","Total","13,863",""
"2005","Euro area (18 countries)","Total","Percentage of total population","Total","5.6",""
"2005","Euro area (18 countries)","Total","Percentage of active population","Total","9.1",""
"2005","Belgium","Total","Thousand persons","Total","390",""
"2005","Belgium","Total","Percentage of total population","Total","5.0",""
"2005","Belgium","Total","Percentage of active population","Total","8.5",""
"2005","Bulgaria","Total","Thousand persons","Total","338",""
"2005","Bulgaria","Total","Percentage of total population","Total","5.5",""
"2005","Bulgaria","Total","Percentage of active population","Total","10.1",""
"2005","Czech Republic","Total","Thousand persons","Total","410",""
"2005","Czech Republic","Total","Percentage of total population","Total","5.1",""
"2005","Czech Republic","Total","Percentage of active population","Total","7.9",""
"2005","Denmark","Total","Thousand persons","Total","140",""
"2005","Denmark","Total","Percentage of total population","Total","3.5",""
"2005","Denmark","Total","Percentage of active population","Total","4.8",""
"2005","Germany (until 1990 former territory of the FRG)","Total","Thousand persons","Total","4,506","i"
"2005","Germany (until 1990 former territory of the FRG)","Total","Percentage of total population","Total","7.2","i"
"2005","Germany (until 1990 former territory of the FRG)","Total","Percentage of active population","Total","11.2","i"
"2005","Estonia","Total","Thousand persons","Total","54",""
"2005","Estonia","Total","Percentage of total population","Total","5.1",""
"2005","Estonia","Total","Percentage of active population","Total","8.0",""
"2005","Ireland","Total","Thousand persons","Total","90",""
"2005","Ireland","Total","Percentage of total population","Total","2.9",""
"2005","Ireland","Total","Percentage of active population","Total","4.4",""
"2005","Greece","Total","Thousand persons","Total","493",""
"2005","Greece","Total","Percentage of total population","Total","5.8",""
"2005","Greece","Total","Percentage of active population","Total","10.0",""
"2005","Spain","Total","Thousand persons","Total","1,934",""
"2005","Spain","Total","Percentage of total population","Total","5.7",""
"2005","Spain","Total","Percentage of active population","Total","9.2",""
"2005","France","Total","Thousand persons","Total","2,478",""
"2005","France","Total","Percentage of total population","Total","5.3",""
"2005","France","Total","Percentage of active population","Total","8.9",""
"2005","Croatia","Total","Thousand persons","Total","241",""
"2005","Croatia","Total","Percentage of total population","Total","7.1",""
"2005","Croatia","Total","Percentage of active population","Total","13.0",""
"2005","Italy","Total","Thousand persons","Total","1,877",""
"2005","Italy","Total","Percentage of total population","Total","4.2",""
"2005","Italy","Total","Percentage of active population","Total","7.7",""
"2005","Cyprus","Total","Thousand persons","Total","19",""
"2005","Cyprus","Total","Percentage of total population","Total","3.6",""
"2005","Cyprus","Total","Percentage of active population","Total","5.3",""
"2005","Latvia","Total","Thousand persons","Total","108",""
"2005","Latvia","Total","Percentage of total population","Total","6.2",""
"2005","Latvia","Total","Percentage of active population","Total","10.0",""
"2005","Lithuania","Total","Thousand persons","Total","130",""
"2005","Lithuania","Total","Percentage of total population","Total","5.1",""
"2005","Lithuania","Total","Percentage of active population","Total","8.3",""
"2005","Luxembourg","Total","Thousand persons","Total","9",""
"2005","Luxembourg","Total","Percentage of total population","Total","2.7",""
"2005","Luxembourg","Total","Percentage of active population","Total","4.6",""
"2005","Hungary","Total","Thousand persons","Total","302",""
"2005","Hungary","Total","Percentage of total population","Total","3.9",""
"2005","Hungary","Total","Percentage of active population","Total","7.2",""
"2005","Malta","Total","Thousand persons","Total","11",""
"2005","Malta","Total","Percentage of total population","Total","3.6",""
"2005","Malta","Total","Percentage of active population","Total","6.9",""
"2005","Netherlands","Total","Thousand persons","Total","489",""
"2005","Netherlands","Total","Percentage of total population","Total","3.3",""
"2005","Netherlands","Total","Percentage of active population","Total","5.9",""
"2005","Austria","Total","Thousand persons","Total","223",""
"2005","Austria","Total","Percentage of total population","Total","3.6",""
"2005","Austria","Total","Percentage of active population","Total","5.6",""
"2005","Poland","Total","Thousand persons","Total","3,018",""
"2005","Poland","Total","Percentage of total population","Total","10.4",""
"2005","Poland","Total","Percentage of active population","Total","17.9",""
